Year,State,StateUnemploymentRate
1977/5/1,Vermont,7.1
1977/5/1,Virginia,5.4
1977/5/1,Washington,8.8
1977/5/1,West Virginia,6.9
1977/5/1,Wisconsin,5
1977/5/1,Wyoming,3.3
1977/6/1,Alabama,7.4
1977/6/1,Alaska,9.9
1977/6/1,Arizona,8.6
1977/6/1,Arkansas,6.4
1977/6/1,California,8.4
1977/6/1,Colorado,6.3
1977/6/1,Connecticut,7
1977/6/1,Delaware,8.2
1977/6/1,District of Columbia,8.7
1977/6/1,Florida,8.4
1977/6/1,Georgia,6.9
1977/6/1,Hawaii,7.4
1977/6/1,Idaho,6
1977/6/1,Illinois,6.1
1977/6/1,Indiana,5.7
1977/6/1,Iowa,4.1
1977/6/1,Kansas,3.9
1977/6/1,Kentucky,4.7
1977/6/1,Louisiana,6.7
1977/6/1,Maine,8.5
1977/6/1,Maryland,6
1977/6/1,Massachusetts,7.9
1977/6/1,Michigan,8.2
1977/6/1,Minnesota,5.4
1977/6/1,Mississippi,7.3
1977/6/1,Missouri,6.1
1977/6/1,Montana,6.1
1977/6/1,Nebraska,3.3
1977/6/1,Nevada,6.9
1977/6/1,New Hampshire,5.7
1977/6/1,New Jersey,9.4
1977/6/1,New Mexico,7.8
1977/6/1,New York,9.1
1977/6/1,North Carolina,5.9
1977/6/1,North Dakota,4.5
1977/6/1,Ohio,6.4
1977/6/1,Oklahoma,5
1977/6/1,Oregon,7.4
1977/6/1,Pennsylvania,7.7
1977/6/1,Rhode Island,8.1
1977/6/1,South Carolina,6.8
1977/6/1,South Dakota,3.4
1977/6/1,Tennessee,6.3
1977/6/1,Texas,5.3
1977/6/1,Utah,5.3
1977/6/1,Vermont,7
1977/6/1,Virginia,5.4
1977/6/1,Washington,8.6
1977/6/1,West Virginia,6.8
1977/6/1,Wisconsin,5
1977/6/1,Wyoming,3.2
1977/7/1,Alabama,7.3
1977/7/1,Alaska,10
1977/7/1,Arizona,8.4
1977/7/1,Arkansas,6.4
1977/7/1,California,8.3
1977/7/1,Colorado,6.2
1977/7/1,Connecticut,6.8
1977/7/1,Delaware,8
1977/7/1,District of Columbia,8.7
1977/7/1,Florida,8.2
1977/7/1,Georgia,6.7
1977/7/1,Hawaii,7.3
1977/7/1,Idaho,6
1977/7/1,Illinois,6.2
1977/7/1,Indiana,5.7
1977/7/1,Iowa,4.1
1977/7/1,Kansas,3.9
1977/7/1,Kentucky,4.7
1977/7/1,Louisiana,6.7
1977/7/1,Maine,8.3
1977/7/1,Maryland,5.9
1977/7/1,Massachusetts,7.8
1977/7/1,Michigan,8.2
1977/7/1,Minnesota,5.3
1977/7/1,Mississippi,7.4
1977/7/1,Missouri,6
1977/7/1,Montana,6.2
1977/7/1,Nebraska,3.4
1977/7/1,Nevada,6.6
1977/7/1,New Hampshire,5.5
1977/7/1,New Jersey,9.1
1977/7/1,New Mexico,7.6
1977/7/1,New York,9
1977/7/1,North Carolina,5.8
1977/7/1,North Dakota,4.5
1977/7/1,Ohio,6.2
1977/7/1,Oklahoma,4.8
1977/7/1,Oregon,7.1
1977/7/1,Pennsylvania,7.7
1977/7/1,Rhode Island,8
1977/7/1,South Carolina,6.7
1977/7/1,South Dakota,3.3
1977/7/1,Tennessee,6.2
1977/7/1,Texas,5.2
1977/7/1,Utah,5.2
1977/7/1,Vermont,6.9
1977/7/1,Virginia,5.4
1977/7/1,Washington,8.4
1977/7/1,West Virginia,6.8
1977/7/1,Wisconsin,4.9
1977/7/1,Wyoming,3.1
1977/8/1,Alabama,7.1
1977/8/1,Alaska,10
1977/8/1,Arizona,8.2
1977/8/1,Arkansas,6.4
1977/8/1,California,8.1
1977/8/1,Colorado,6.2
1977/8/1,Connecticut,6.7
1977/8/1,Delaware,7.8
1977/8/1,District of Columbia,8.7
1977/8/1,Florida,8.1
1977/8/1,Georgia,6.6
1977/8/1,Hawaii,7.2
1977/8/1,Idaho,5.9
1977/8/1,Illinois,6.3
1977/8/1,Indiana,5.8
1977/8/1,Iowa,4.1
1977/8/1,Kansas,3.8
1977/8/1,Kentucky,4.7
1977/8/1,Louisiana,6.8
1977/8/1,Maine,8.1
1977/8/1,Maryland,5.9
1977/8/1,Massachusetts,7.6
1977/8/1,Michigan,8.2
1977/8/1,Minnesota,5.1
1977/8/1,Mississippi,7.4
1977/8/1,Missouri,6
1977/8/1,Montana,6.2
1977/8/1,Nebraska,3.5
1977/8/1,Nevada,6.3
1977/8/1,New Hampshire,5.3
1977/8/1,New Jersey,8.9
1977/8/1,New Mexico,7.4
1977/8/1,New York,8.8
1977/8/1,North Carolina,5.7
1977/8/1,North Dakota,4.5
1977/8/1,Ohio,6.1
1977/8/1,Oklahoma,4.6
1977/8/1,Oregon,6.8
1977/8/1,Pennsylvania,7.6
1977/8/1,Rhode Island,7.8
1977/8/1,South Carolina,6.6
1977/8/1,South Dakota,3.2
1977/8/1,Tennessee,6.1
1977/8/1,Texas,5.3
1977/8/1,Utah,5.2
1977/8/1,Vermont,6.8
1977/8/1,Virginia,5.4
1977/8/1,Washington,8.1
1977/8/1,West Virginia,6.8
1977/8/1,Wisconsin,4.9
1977/8/1,Wyoming,3
1977/9/1,Alabama,6.9
1977/9/1,Alaska,10
1977/9/1,Arizona,8
1977/9/1,Arkansas,6.4
1977/9/1,California,8
1977/9/1,Colorado,6.2
1977/9/1,Connecticut,6.5
1977/9/1,Delaware,7.7
1977/9/1,District of Columbia,8.6
1977/9/1,Florida,7.9
1977/9/1,Georgia,6.5
1977/9/1,Hawaii,7.3
1977/9/1,Idaho,5.9
1977/9/1,Illinois,6.3
1977/9/1,Indiana,5.8
1977/9/1,Iowa,4
1977/9/1,Kansas,3.7
1977/9/1,Kentucky,4.7
1977/9/1,Louisiana,7
1977/9/1,Maine,8
1977/9/1,Maryland,5.8
1977/9/1,Massachusetts,7.5
1977/9/1,Michigan,8.1
1977/9/1,Minnesota,5
1977/9/1,Mississippi,7.3
1977/9/1,Missouri,5.9
1977/9/1,Montana,6.3
1977/9/1,Nebraska,3.5
1977/9/1,Nevada,6
1977/9/1,New Hampshire,5.1
1977/9/1,New Jersey,8.7
1977/9/1,New Mexico,7.2
1977/9/1,New York,8.8
1977/9/1,North Carolina,5.7
1977/9/1,North Dakota,4.5
1977/9/1,Ohio,6.1
1977/9/1,Oklahoma,4.4
1977/9/1,Oregon,6.6
1977/9/1,Pennsylvania,7.6
1977/9/1,Rhode Island,7.7
1977/9/1,South Carolina,6.5
1977/9/1,South Dakota,3.2
1977/9/1,Tennessee,6.1
1977/9/1,Texas,5.3
1977/9/1,Utah,5.1
1977/9/1,Vermont,6.8
1977/9/1,Virginia,5.4
1977/9/1,Washington,7.8
1977/9/1,West Virginia,6.8
1977/9/1,Wisconsin,4.9
1977/9/1,Wyoming,3
1977/10/1,Alabama,6.8
1977/10/1,Alaska,10.1
1977/10/1,Arizona,7.7
1977/10/1,Arkansas,6.4
1977/10/1,California,7.9
1977/10/1,Colorado,6.2
1977/10/1,Connecticut,6.3
1977/10/1,Delaware,7.5
1977/10/1,District of Columbia,8.5
1977/10/1,Florida,7.7
1977/10/1,Georgia,6.3
1977/10/1,Hawaii,7.3
1977/10/1,Idaho,5.7
1977/10/1,Illinois,6.3
1977/10/1,Indiana,5.8
1977/10/1,Iowa,4
1977/10/1,Kansas,3.6
1977/10/1,Kentucky,4.8
1977/10/1,Louisiana,7.2
1977/10/1,Maine,7.8
1977/10/1,Maryland,5.8
1977/10/1,Massachusetts,7.3
1977/10/1,Michigan,7.9
1977/10/1,Minnesota,4.8
1977/10/1,Mississippi,7.3
1977/10/1,Missouri,5.8
1977/10/1,Montana,6.3
1977/10/1,Nebraska,3.6
1977/10/1,Nevada,5.6
1977/10/1,New Hampshire,4.9
1977/10/1,New Jersey,8.5
1977/10/1,New Mexico,6.9
1977/10/1,New York,8.6
1977/10/1,North Carolina,5.6
1977/10/1,North Dakota,4.5
1977/10/1,Ohio,5.9
1977/10/1,Oklahoma,4.2
1977/10/1,Oregon,6.4
1977/10/1,Pennsylvania,7.5
1977/10/1,Rhode Island,7.5
1977/10/1,South Carolina,6.4
1977/10/1,South Dakota,3.1
1977/10/1,Tennessee,6
1977/10/1,Texas,5.3
1977/10/1,Utah,4.9
1977/10/1,Vermont,6.7
1977/10/1,Virginia,5.4
1977/10/1,Washington,7.5
1977/10/1,West Virginia,6.9
1977/10/1,Wisconsin,4.9
1977/10/1,Wyoming,2.9
1977/11/1,Alabama,6.6
1977/11/1,Alaska,10.4
1977/11/1,Arizona,7.4
1977/11/1,Arkansas,6.4
1977/11/1,California,7.8
1977/11/1,Colorado,6.2
1977/11/1,Connecticut,6.1
1977/11/1,Delaware,7.4
1977/11/1,District of Columbia,8.3
1977/11/1,Florida,7.5
1977/11/1,Georgia,6.1
1977/11/1,Hawaii,7.3
1977/11/1,Idaho,5.6
1977/11/1,Illinois,6.3
1977/11/1,Indiana,5.8
1977/11/1,Iowa,3.9
1977/11/1,Kansas,3.6
1977/11/1,Kentucky,4.9
1977/11/1,Louisiana,7.4
1977/11/1,Maine,7.5
1977/11/1,Maryland,5.8
1977/11/1,Massachusetts,7.1
1977/11/1,Michigan,7.7
1977/11/1,Minnesota,4.6
1977/11/1,Mississippi,7.2
1977/11/1,Missouri,5.7
1977/11/1,Montana,6.3
1977/11/1,Nebraska,3.6
1977/11/1,Nevada,5.3
1977/11/1,New Hampshire,4.8
1977/11/1,New Jersey,8.2
1977/11/1,New Mexico,6.7
1977/11/1,New York,8.5
1977/11/1,North Carolina,5.4
1977/11/1,North Dakota,4.4
1977/11/1,Ohio,5.8
1977/11/1,Oklahoma,4.1
1977/11/1,Oregon,6.1
1977/11/1,Pennsylvania,7.5
1977/11/1,Rhode Island,7.3
1977/11/1,South Carolina,6.2
1977/11/1,South Dakota,3.1
1977/11/1,Tennessee,6
1977/11/1,Texas,5.3
1977/11/1,Utah,4.8
1977/11/1,Vermont,6.6
1977/11/1,Virginia,5.4
1977/11/1,Washington,7.2
1977/11/1,West Virginia,6.9
1977/11/1,Wisconsin,4.9
1977/11/1,Wyoming,2.9
1977/12/1,Alabama,6.5
1977/12/1,Alaska,10.6
1977/12/1,Arizona,7.1
1977/12/1,Arkansas,6.4
1977/12/1,California,7.7
1977/12/1,Colorado,6.2
1977/12/1,Connecticut,6
1977/12/1,Delaware,7.3
1977/12/1,District of Columbia,8.2
1977/12/1,Florida,7.3
1977/12/1,Georgia,5.9
1977/12/1,Hawaii,7.2
1977/12/1,Idaho,5.4
1977/12/1,Illinois,6.3
1977/12/1,Indiana,5.8
1977/12/1,Iowa,3.9
1977/12/1,Kansas,3.5
1977/12/1,Kentucky,4.9
1977/12/1,Louisiana,7.5
1977/12/1,Maine,7.3
1977/12/1,Maryland,5.8
1977/12/1,Massachusetts,6.9
1977/12/1,Michigan,7.5
1977/12/1,Minnesota,4.4
1977/12/1,Mississippi,7.1
1977/12/1,Missouri,5.6
1977/12/1,Montana,6.3
1977/12/1,Nebraska,3.7
1977/12/1,Nevada,5
1977/12/1,New Hampshire,4.6
1977/12/1,New Jersey,8
1977/12/1,New Mexico,6.4
1977/12/1,New York,8.4
1977/12/1,North Carolina,5.2
1977/12/1,North Dakota,4.3
1977/12/1,Ohio,5.8
1977/12/1,Oklahoma,4
1977/12/1,Oregon,5.9
1977/12/1,Pennsylvania,7.4
1977/12/1,Rhode Island,7.1
1977/12/1,South Carolina,6
1977/12/1,South Dakota,3
1977/12/1,Tennessee,6
1977/12/1,Texas,5.3
1977/12/1,Utah,4.7
1977/12/1,Vermont,6.4
1977/12/1,Virginia,5.4
1977/12/1,Washington,7
1977/12/1,West Virginia,6.8
1977/12/1,Wisconsin,4.9
1977/12/1,Wyoming,2.9
1978/1/1,Alabama,6.4
1978/1/1,Alaska,10.9
1978/1/1,Arizona,6.8
1978/1/1,Arkansas,6.3
1978/1/1,California,7.6
1978/1/1,Colorado,6.2
1978/1/1,Connecticut,5.8
1978/1/1,Delaware,7.2
1978/1/1,District of Columbia,8.1
1978/1/1,Florida,7.1
1978/1/1,Georgia,5.7
1978/1/1,Hawaii,7.2
1978/1/1,Idaho,5.3
1978/1/1,Illinois,6.3
1978/1/1,Indiana,5.8
1978/1/1,Iowa,4
1978/1/1,Kansas,3.4
1978/1/1,Kentucky,5
1978/1/1,Louisiana,7.6
1978/1/1,Maine,7
1978/1/1,Maryland,5.8
1978/1/1,Massachusetts,6.7
1978/1/1,Michigan,7.3
1978/1/1,Minnesota,4.2
1978/1/1,Mississippi,7.1
1978/1/1,Missouri,5.6
1978/1/1,Montana,6.2
1978/1/1,Nebraska,3.7
1978/1/1,Nevada,4.8
1978/1/1,New Hampshire,4.4
1978/1/1,New Jersey,7.7
1978/1/1,New Mexico,6.3
1978/1/1,New York,8.2
1978/1/1,North Carolina,5
1978/1/1,North Dakota,4.3
1978/1/1,Ohio,5.7
1978/1/1,Oklahoma,4
1978/1/1,Oregon,5.7
1978/1/1,Pennsylvania,7.4
1978/1/1,Rhode Island,6.9
1978/1/1,South Carolina,5.8
1978/1/1,South Dakota,3
1978/1/1,Tennessee,5.9
1978/1/1,Texas,5.2
1978/1/1,Utah,4.6
1978/1/1,Vermont,6.3
1978/1/1,Virginia,5.4
1978/1/1,Washington,6.8
1978/1/1,West Virginia,6.7
1978/1/1,Wisconsin,4.9
1978/1/1,Wyoming,2.8
1978/2/1,Alabama,6.3
1978/2/1,Alaska,11
1978/2/1,Arizona,6.5
1978/2/1,Arkansas,6.2
1978/2/1,California,7.5
1978/2/1,Colorado,6.1
1978/2/1,Connecticut,5.6
1978/2/1,Delaware,7.1
1978/2/1,District of Columbia,8
1978/2/1,Florida,7
1978/2/1,Georgia,5.6
1978/2/1,Hawaii,7.1
1978/2/1,Idaho,5.2
1978/2/1,Illinois,6.3
1978/2/1,Indiana,5.8
1978/2/1,Iowa,4
1978/2/1,Kansas,3.3
1978/2/1,Kentucky,5
1978/2/1,Louisiana,7.6
1978/2/1,Maine,6.8
1978/2/1,Maryland,5.7
1978/2/1,Massachusetts,6.5
1978/2/1,Michigan,7.1
1978/2/1,Minnesota,4.1
1978/2/1,Mississippi,7
1978/2/1,Missouri,5.5
1978/2/1,Montana,6.1
1978/2/1,Nebraska,3.6
1978/2/1,Nevada,4.6
1978/2/1,New Hampshire,4.2
1978/2/1,New Jersey,7.6
1978/2/1,New Mexico,6.1
1978/2/1,New York,8.1
1978/2/1,North Carolina,4.8
1978/2/1,North Dakota,4.2
1978/2/1,Ohio,5.6
1978/2/1,Oklahoma,3.9
1978/2/1,Oregon,5.6
1978/2/1,Pennsylvania,7.3
1978/2/1,Rhode Island,6.7
1978/2/1,South Carolina,5.6
1978/2/1,South Dakota,2.9
1978/2/1,Tennessee,5.9
1978/2/1,Texas,5.1
1978/2/1,Utah,4.4
1978/2/1,Vermont,6.1
1978/2/1,Virginia,5.4
1978/2/1,Washington,6.7
1978/2/1,West Virginia,6.6
1978/2/1,Wisconsin,4.8
1978/2/1,Wyoming,2.8
1978/3/1,Alabama,6.3
1978/3/1,Alaska,11.1
1978/3/1,Arizona,6.3
1978/3/1,Arkansas,6.2
1978/3/1,California,7.5
1978/3/1,Colorado,6
1978/3/1,Connecticut,5.5
1978/3/1,Delaware,7.1
1978/3/1,District of Columbia,8
1978/3/1,Florida,6.9
1978/3/1,Georgia,5.5
1978/3/1,Hawaii,7
1978/3/1,Idaho,5.2
1978/3/1,Illinois,6.3
1978/3/1,Indiana,5.7
1978/3/1,Iowa,4
1978/3/1,Kansas,3.2
1978/3/1,Kentucky,5
1978/3/1,Louisiana,7.5
1978/3/1,Maine,6.5
1978/3/1,Maryland,5.7
1978/3/1,Massachusetts,6.4
1978/3/1,Michigan,7
1978/3/1,Minnesota,4
1978/3/1,Mississippi,7
1978/3/1,Missouri,5.3
1978/3/1,Montana,5.9
1978/3/1,Nebraska,3.5
1978/3/1,Nevada,4.4
1978/3/1,New Hampshire,4.1
1978/3/1,New Jersey,7.4
1978/3/1,New Mexico,6.1
1978/3/1,New York,8
1978/3/1,North Carolina,4.7
1978/3/1,North Dakota,4.1
1978/3/1,Ohio,5.6
1978/3/1,Oklahoma,3.7
1978/3/1,Oregon,5.6
1978/3/1,Pennsylvania,7.2
1978/3/1,Rhode Island,6.6
1978/3/1,South Carolina,5.6
1978/3/1,South Dakota,2.9
1978/3/1,Tennessee,5.8
1978/3/1,Texas,5
1978/3/1,Utah,4.2
1978/3/1,Vermont,5.9
1978/3/1,Virginia,5.4
1978/3/1,Washington,6.7
1978/3/1,West Virginia,6.3
1978/3/1,Wisconsin,4.8
1978/3/1,Wyoming,2.8
1978/4/1,Alabama,6.2
1978/4/1,Alaska,11.1
1978/4/1,Arizona,6.1
1978/4/1,Arkansas,6.1
1978/4/1,California,7.4
1978/4/1,Colorado,5.9
1978/4/1,Connecticut,5.4
1978/4/1,Delaware,7.1
1978/4/1,District of Columbia,7.9
1978/4/1,Florida,6.8
1978/4/1,Georgia,5.6
1978/4/1,Hawaii,7
1978/4/1,Idaho,5.2
1978/4/1,Illinois,6.2
1978/4/1,Indiana,5.6
1978/4/1,Iowa,3.9
1978/4/1,Kansas,3.1
1978/4/1,Kentucky,4.9
1978/4/1,Louisiana,7.3
1978/4/1,Maine,6.4
1978/4/1,Maryland,5.6
1978/4/1,Massachusetts,6.3
1978/4/1,Michigan,6.9
1978/4/1,Minnesota,3.9
1978/4/1,Mississippi,7
1978/4/1,Missouri,5.2
1978/4/1,Montana,5.8
1978/4/1,Nebraska,3.3
1978/4/1,Nevada,4.3
1978/4/1,New Hampshire,4
1978/4/1,New Jersey,7.4
1978/4/1,New Mexico,6.1
1978/4/1,New York,7.9
1978/4/1,North Carolina,4.6
1978/4/1,North Dakota,4.1
1978/4/1,Ohio,5.5
1978/4/1,Oklahoma,3.5
1978/4/1,Oregon,5.7
1978/4/1,Pennsylvania,7.1
1978/4/1,Rhode Island,6.4
1978/4/1,South Carolina,5.6
1978/4/1,South Dakota,3
1978/4/1,Tennessee,5.8
1978/4/1,Texas,4.9
1978/4/1,Utah,4
1978/4/1,Vermont,5.8
1978/4/1,Virginia,5.3
1978/4/1,Washington,6.7
1978/4/1,West Virginia,6.1
1978/4/1,Wisconsin,4.8
1978/4/1,Wyoming,2.8
1978/5/1,Alabama,6.2
1978/5/1,Alaska,11
1978/5/1,Arizona,5.9
1978/5/1,Arkansas,6
1978/5/1,California,7.3
1978/5/1,Colorado,5.8
1978/5/1,Connecticut,5.3
1978/5/1,Delaware,7.1
1978/5/1,District of Columbia,7.9
1978/5/1,Florida,6.8
1978/5/1,Georgia,5.6
1978/5/1,Hawaii,7
1978/5/1,Idaho,5.2
1978/5/1,Illinois,6.1
1978/5/1,Indiana,5.5
1978/5/1,Iowa,3.8
1978/5/1,Kansas,3
1978/5/1,Kentucky,4.9
1978/5/1,Louisiana,7.1
1978/5/1,Maine,6.3
1978/5/1,Maryland,5.6
1978/5/1,Massachusetts,6.2
1978/5/1,Michigan,6.9
1978/5/1,Minnesota,3.9
1978/5/1,Mississippi,7
1978/5/1,Missouri,5
1978/5/1,Montana,5.7
1978/5/1,Nebraska,3.1
1978/5/1,Nevada,4.2
1978/5/1,New Hampshire,3.9
1978/5/1,New Jersey,7.3
1978/5/1,New Mexico,6.1
1978/5/1,New York,7.8
1978/5/1,North Carolina,4.5
1978/5/1,North Dakota,4
1978/5/1,Ohio,5.5
1978/5/1,Oklahoma,3.3
1978/5/1,Oregon,5.8
1978/5/1,Pennsylvania,7
1978/5/1,Rhode Island,6.3
1978/5/1,South Carolina,5.7
1978/5/1,South Dakota,3.1
1978/5/1,Tennessee,5.8
1978/5/1,Texas,4.9
1978/5/1,Utah,3.8
1978/5/1,Vermont,5.7
1978/5/1,Virginia,5.3
1978/5/1,Washington,6.7
1978/5/1,West Virginia,6
1978/5/1,Wisconsin,4.8
1978/5/1,Wyoming,2.8
1978/6/1,Alabama,6.2
1978/6/1,Alaska,10.8
1978/6/1,Arizona,5.7
1978/6/1,Arkansas,6.1
1978/6/1,California,7.2
1978/6/1,Colorado,5.6
1978/6/1,Connecticut,5.2
1978/6/1,Delaware,7.1
1978/6/1,District of Columbia,7.8
1978/6/1,Florida,6.8
1978/6/1,Georgia,5.7
1978/6/1,Hawaii,7.1
1978/6/1,Idaho,5.3
1978/6/1,Illinois,6
1978/6/1,Indiana,5.5
1978/6/1,Iowa,3.7
1978/6/1,Kansas,2.9
1978/6/1,Kentucky,5
1978/6/1,Louisiana,6.9
1978/6/1,Maine,6.2
1978/6/1,Maryland,5.5
1978/6/1,Massachusetts,6.1
1978/6/1,Michigan,6.9
1978/6/1,Minnesota,3.9
1978/6/1,Mississippi,6.9
1978/6/1,Missouri,4.9
1978/6/1,Montana,5.5
1978/6/1,Nebraska,2.9
1978/6/1,Nevada,4.2
1978/6/1,New Hampshire,3.9
1978/6/1,New Jersey,7.2
1978/6/1,New Mexico,6.1
1978/6/1,New York,7.8
1978/6/1,North Carolina,4.4
1978/6/1,North Dakota,4
1978/6/1,Ohio,5.5
1978/6/1,Oklahoma,3.1
1978/6/1,Oregon,5.9
1978/6/1,Pennsylvania,6.9
1978/6/1,Rhode Island,6.2
1978/6/1,South Carolina,5.7
1978/6/1,South Dakota,3.2
1978/6/1,Tennessee,5.8
1978/6/1,Texas,4.8
1978/6/1,Utah,3.7
1978/6/1,Vermont,5.6
1978/6/1,Virginia,5.3
1978/6/1,Washington,6.7
1978/6/1,West Virginia,6
1978/6/1,Wisconsin,4.8
1978/6/1,Wyoming,2.9
1978/7/1,Alabama,6.3
1978/7/1,Alaska,10.7
1978/7/1,Arizona,5.6
1978/7/1,Arkansas,6.1
1978/7/1,California,7.1
1978/7/1,Colorado,5.5
1978/7/1,Connecticut,5.2
1978/7/1,Delaware,7.1
1978/7/1,District of Columbia,7.7
1978/7/1,Florida,6.7
1978/7/1,Georgia,5.8
1978/7/1,Hawaii,7.1
1978/7/1,Idaho,5.5
1978/7/1,Illinois,5.9
1978/7/1,Indiana,5.4
1978/7/1,Iowa,3.6
1978/7/1,Kansas,2.9
1978/7/1,Kentucky,5
1978/7/1,Louisiana,6.7
1978/7/1,Maine,6.2
1978/7/1,Maryland,5.5
1978/7/1,Massachusetts,6
1978/7/1,Michigan,6.9
1978/7/1,Minnesota,3.8
1978/7/1,Mississippi,6.8
1978/7/1,Missouri,4.8
1978/7/1,Montana,5.4
1978/7/1,Nebraska,2.7
1978/7/1,Nevada,4.2
1978/7/1,New Hampshire,3.8
1978/7/1,New Jersey,7.2
1978/7/1,New Mexico,6.2
1978/7/1,New York,7.7
1978/7/1,North Carolina,4.4
1978/7/1,North Dakota,4
1978/7/1,Ohio,5.4
1978/7/1,Oklahoma,3
1978/7/1,Oregon,6.1
1978/7/1,Pennsylvania,6.8
1978/7/1,Rhode Island,6.1
1978/7/1,South Carolina,5.7
1978/7/1,South Dakota,3.3
1978/7/1,Tennessee,5.9
1978/7/1,Texas,4.8
1978/7/1,Utah,3.6
1978/7/1,Vermont,5.5
1978/7/1,Virginia,5.2
1978/7/1,Washington,6.8
1978/7/1,West Virginia,6.1
1978/7/1,Wisconsin,4.8
1978/7/1,Wyoming,3
1978/8/1,Alabama,6.4
1978/8/1,Alaska,10.6
1978/8/1,Arizona,5.6
1978/8/1,Arkansas,6.2
1978/8/1,California,7
1978/8/1,Colorado,5.3
1978/8/1,Connecticut,5.1
1978/8/1,Delaware,7
1978/8/1,District of Columbia,7.7
1978/8/1,Florida,6.7
1978/8/1,Georgia,5.8
1978/8/1,Hawaii,7
1978/8/1,Idaho,5.6
1978/8/1,Illinois,5.9
1978/8/1,Indiana,5.4
1978/8/1,Iowa,3.7
1978/8/1,Kansas,2.9
1978/8/1,Kentucky,5.1
1978/8/1,Louisiana,6.5
1978/8/1,Maine,6.3
1978/8/1,Maryland,5.5
1978/8/1,Massachusetts,6
1978/8/1,Michigan,7
1978/8/1,Minnesota,3.8
1978/8/1,Mississippi,6.7
1978/8/1,Missouri,4.7
1978/8/1,Montana,5.3
1978/8/1,Nebraska,2.6
1978/8/1,Nevada,4.3
1978/8/1,New Hampshire,3.7
1978/8/1,New Jersey,7.1
1978/8/1,New Mexico,6.2
1978/8/1,New York,7.6
1978/8/1,North Carolina,4.4
1978/8/1,North Dakota,4.1
1978/8/1,Ohio,5.4
1978/8/1,Oklahoma,2.9
1978/8/1,Oregon,6.2
1978/8/1,Pennsylvania,6.8
1978/8/1,Rhode Island,6.1
1978/8/1,South Carolina,5.6
1978/8/1,South Dakota,3.3
1978/8/1,Tennessee,5.9
1978/8/1,Texas,4.8
1978/8/1,Utah,3.5
1978/8/1,Vermont,5.4
1978/8/1,Virginia,5.2
1978/8/1,Washington,6.8
1978/8/1,West Virginia,6.2
1978/8/1,Wisconsin,4.9
1978/8/1,Wyoming,3
1978/9/1,Alabama,6.5
1978/9/1,Alaska,10.4
1978/9/1,Arizona,5.6
1978/9/1,Arkansas,6.3
1978/9/1,California,6.9
1978/9/1,Colorado,5.2
1978/9/1,Connecticut,5.1
1978/9/1,Delaware,7
1978/9/1,District of Columbia,7.6
1978/9/1,Florida,6.6
1978/9/1,Georgia,5.8
1978/9/1,Hawaii,6.9
1978/9/1,Idaho,5.7
1978/9/1,Illinois,5.8
1978/9/1,Indiana,5.4
1978/9/1,Iowa,3.7
1978/9/1,Kansas,2.9
1978/9/1,Kentucky,5.1
1978/9/1,Louisiana,6.3
1978/9/1,Maine,6.3
1978/9/1,Maryland,5.5
1978/9/1,Massachusetts,6
1978/9/1,Michigan,7
1978/9/1,Minnesota,3.8
1978/9/1,Mississippi,6.6
1978/9/1,Missouri,4.6
1978/9/1,Montana,5.3
1978/9/1,Nebraska,2.6
1978/9/1,Nevada,4.4
1978/9/1,New Hampshire,3.6
1978/9/1,New Jersey,7
1978/9/1,New Mexico,6.2
1978/9/1,New York,7.5
1978/9/1,North Carolina,4.4
1978/9/1,North Dakota,4.1
1978/9/1,Ohio,5.4
1978/9/1,Oklahoma,3
1978/9/1,Oregon,6.4
1978/9/1,Pennsylvania,6.9
1978/9/1,Rhode Island,6.1
1978/9/1,South Carolina,5.5
1978/9/1,South Dakota,3.3
1978/9/1,Tennessee,5.9
1978/9/1,Texas,4.8
1978/9/1,Utah,3.6
1978/9/1,Vermont,5.4
1978/9/1,Virginia,5.2
1978/9/1,Washington,6.9
1978/9/1,West Virginia,6.4
1978/9/1,Wisconsin,4.9
1978/9/1,Wyoming,3
1978/10/1,Alabama,6.6
1978/10/1,Alaska,10.2
1978/10/1,Arizona,5.7
1978/10/1,Arkansas,6.4
1978/10/1,California,6.8
1978/10/1,Colorado,5.1
1978/10/1,Connecticut,5.1
1978/10/1,Delaware,7
1978/10/1,District of Columbia,7.6
1978/10/1,Florida,6.6
1978/10/1,Georgia,5.8
1978/10/1,Hawaii,6.8
1978/10/1,Idaho,5.8
1978/10/1,Illinois,5.7
1978/10/1,Indiana,5.5
1978/10/1,Iowa,3.8
1978/10/1,Kansas,2.9
1978/10/1,Kentucky,5.2
1978/10/1,Louisiana,6.2
1978/10/1,Maine,6.3
1978/10/1,Maryland,5.6
1978/10/1,Massachusetts,5.9
1978/10/1,Michigan,7.1
1978/10/1,Minnesota,3.8
1978/10/1,Mississippi,6.4
1978/10/1,Missouri,4.5
1978/10/1,Montana,5.2
1978/10/1,Nebraska,2.6
1978/10/1,Nevada,4.5
1978/10/1,New Hampshire,3.5
1978/10/1,New Jersey,7
1978/10/1,New Mexico,6.2
1978/10/1,New York,7.4
1978/10/1,North Carolina,4.4
1978/10/1,North Dakota,4.2
1978/10/1,Ohio,5.5
1978/10/1,Oklahoma,3.1
1978/10/1,Oregon,6.6
1978/10/1,Pennsylvania,6.9
1978/10/1,Rhode Island,6.1
1978/10/1,South Carolina,5.4
